time,id,location
09:13,22,dairy
09:13,25,drinks
09:13,26,checkout
09:13,28,checkout
09:13,29,drinks
09:13,30,dairy
09:13,33,fruit
09:13,34,drinks
09:13,35,checkout
09:13,36,dairy
09:13,37,checkout
09:13,38,fruit
09:14,1,drinks
09:14,8,dairy
09:14,9,fruit
09:14,14,checkout
09:14,22,checkout
09:14,25,drinks
09:14,29,drinks
09:14,30,checkout
09:14,33,checkout
09:14,34,drinks
09:14,36,dairy
09:14,38,checkout
09:14,39,dairy
09:15,1,drinks
09:15,8,dairy
09:15,9,fruit
09:15,25,checkout
09:15,29,drinks
09:15,34,checkout
09:15,36,dairy
09:15,39,dairy
09:15,40,fruit
09:15,41,fruit
09:16,1,drinks
09:16,8,dairy
09:16,9,fruit
09:16,29,drinks
09:16,36,dairy
09:16,39,checkout
09:16,40,fruit
09:16,41,spices
09:16,42,fruit
09:17,1,checkout
09:17,8,drinks
09:17,9,spices
09:17,29,checkout
09:17,36,drinks
09:17,40,checkout
09:17,41,dairy
09:17,42,fruit
09:17,43,fruit
09:18,8,drinks
09:18,9,dairy
09:18,36,checkout
09:18,41,dairy
09:18,42,checkout
09:18,43,fruit
09:18,44,dairy
09:18,45,dairy
09:18,46,drinks
09:18,47,fruit
09:18,48,fruit
09:18,49,dairy
09:18,50,drinks
09:19,8,drinks
09:19,9,dairy
09:19,41,dairy
09:19,43,fruit
09:19,44,dairy
09:19,45,dairy
09:19,46,checkout
09:19,47,spices
09:19,48,fruit
09:19,49,dairy
09:19,50,drinks
09:19,51,dairy
09:20,8,checkout
09:20,9,spices
09:20,41,dairy
09:20,43,fruit
09:20,44,dairy
09:20,45,dairy
09:20,47,dairy
09:20,48,fruit
09:20,49,spices
09:20,50,drinks
09:20,51,checkout
09:20,52,drinks
09:21,9,fruit
09:21,41,dairy
09:21,43,drinks
09:21,44,checkout
09:21,45,dairy
09:21,47,dairy
09:21,48,drinks
09:21,49,spices
09:21,50,checkout
09:21,52,checkout
09:21,53,fruit
09:22,9,checkout
09:22,41,dairy
09:22,43,checkout
09:22,45,dairy
09:22,47,dairy
09:22,48,drinks
09:22,49,dairy
09:22,53,fruit
09:22,54,spices
09:22,55,dairy
09:22,56,fruit
09:22,57,fruit
09:23,41,checkout
09:23,45,dairy
09:23,47,fruit
09:23,48,drinks
09:23,49,dairy
09:23,53,fruit
09:23,54,spices
09:23,55,dairy
09:23,56,checkout
09:23,57,checkout
09:23,58,drinks
09:24,45,spices
09:24,47,fruit
09:24,48,drinks
09:24,49,dairy
09:24,53,fruit
09:24,54,dairy
09:24,55,drinks
09:24,58,checkout
09:24,59,fruit
09:24,60,drinks
09:24,61,spices
09:25,45,checkout
09:25,47,checkout
09:25,48,drinks
09:25,49,dairy
09:25,53,dairy
09:25,54,dairy
09:25,55,fruit
09:25,59,fruit
09:25,60,spices
09:25,61,drinks
09:25,62,drinks
09:25,63,fruit
09:25,64,spices
09:25,65,dairy
09:26,48,checkout
09:26,49,dairy
09:26,53,dairy
09:26,54,dairy
09:26,55,checkout
09:26,59,checkout
09:26,60,spices
09:26,61,fruit
09:26,62,drinks
09:26,63,fruit
09:26,64,spices
09:26,65,dairy
09:26,66,drinks
09:26,67,dairy
09:26,68,drinks
09:27,49,dairy
09:27,53,dairy
09:27,54,drinks
09:27,60,fruit
09:27,61,spices
09:27,62,drinks
09:27,63,fruit
09:27,64,dairy
09:27,65,dairy
09:27,66,checkout
09:27,67,dairy
09:27,68,drinks
09:27,69,dairy
09:27,70,dairy
09:28,49,checkout
09:28,53,dairy
09:28,54,checkout
09:28,60,spices
09:28,61,spices
09:28,62,fruit
09:28,63,drinks
09:28,64,checkout
09:28,65,dairy
09:28,67,dairy
09:28,68,drinks
09:28,69,dairy
09:28,70,dairy
09:28,71,spices
09:29,53,dairy
09:29,60,checkout
09:29,61,spices
09:29,62,checkout
09:29,63,drinks
09:29,65,fruit
09:29,67,spices
09:29,68,spices
09:29,69,drinks
09:29,70,dairy
09:29,71,checkout
09:29,72,spices
09:30,53,dairy
09:30,61,spices
09:30,63,fruit
09:30,65,checkout
09:30,67,dairy
09:30,68,fruit
09:30,69,drinks
09:30,70,dairy
09:30,72,spices
09:30,73,drinks
09:30,74,fruit
09:30,75,dairy
09:31,53,dairy
09:31,61,drinks
09:31,63,fruit
09:31,67,dairy
09:31,68,fruit
09:31,69,checkout
09:31,70,spices
09:31,72,spices
09:31,73,fruit
09:31,74,fruit
09:31,75,dairy
09:31,76,dairy
09:32,53,fruit
09:32,61,spices
09:32,63,fruit
09:32,67,dairy
09:32,68,spices
09:32,70,checkout
09:32,72,dairy
09:32,73,fruit
09:32,74,spices
09:32,75,fruit
09:32,76,dairy
09:32,77,spices
09:33,53,fruit
09:33,61,spices
09:33,63,spices
09:33,67,dairy
09:33,68,spices
09:33,72,dairy
09:33,73,fruit
09:33,74,drinks
09:33,75,checkout
09:33,76,dairy
09:33,77,spices
09:33,78,fruit
09:34,53,fruit
09:34,61,spices
09:34,63,spices
09:34,67,dairy
09:34,68,dairy
09:34,72,dairy
09:34,73,fruit
09:34,74,checkout
09:34,76,checkout
09:34,77,drinks
09:34,78,drinks
09:34,79,fruit
09:34,80,fruit
09:34,81,drinks
09:34,82,drinks
09:35,53,checkout
09:35,61,spices
09:35,63,spices
09:35,67,dairy
09:35,68,drinks
09:35,72,dairy
09:35,73,checkout
09:35,77,checkout
09:35,78,fruit
09:35,79,checkout
09:35,80,spices
09:35,81,drinks
09:35,82,checkout
09:35,83,fruit
09:36,61,spices
09:36,63,spices
09:36,67,dairy
09:36,68,checkout
09:36,72,dairy
09:36,78,fruit
09:36,80,fruit
09:36,81,checkout
09:36,83,dairy
09:36,84,dairy
09:36,85,fruit
09:37,61,checkout
09:37,63,fruit
09:37,67,dairy
09:37,72,fruit
09:37,78,spices
09:37,80,fruit
09:37,83,dairy
09:37,84,dairy
09:37,85,fruit
09:37,86,dairy
09:37,87,drinks
09:37,88,spices
09:37,89,dairy
09:37,90,fruit
09:38,63,fruit
09:38,67,dairy
09:38,72,fruit
09:38,78,spices
09:38,80,fruit
09:38,83,dairy
09:38,84,dairy
09:38,85,drinks
09:38,86,dairy
09:38,87,checkout
09:38,88,spices
09:38,89,dairy
09:38,90,fruit
09:38,91,fruit
09:38,92,fruit
09:39,63,checkout
09:39,67,dairy
09:39,72,fruit
09:39,78,drinks
09:39,80,fruit
09:39,83,dairy
09:39,84,checkout
09:39,85,drinks
09:39,86,dairy
09:39,88,spices
09:39,89,drinks
09:39,90,checkout
09:39,91,fruit
09:39,92,fruit
09:39,93,dairy
09:39,94,spices
09:39,95,dairy
09:39,96,dairy
09:39,97,fruit
09:40,67,spices
09:40,72,fruit
09:40,78,checkout
09:40,80,dairy
09:40,83,dairy
09:40,85,drinks
09:40,86,dairy
09:40,88,spices
09:40,89,checkout
09:40,91,drinks
09:40,92,fruit
09:40,93,checkout
09:40,94,drinks
09:40,95,dairy
09:40,96,dairy
09:40,97,checkout
09:40,98,fruit
09:40,99,fruit
09:41,67,spices
09:41,72,checkout
09:41,80,dairy
09:41,83,dairy
09:41,85,drinks
09:41,86,spices
09:41,88,dairy
09:41,91,fruit
09:41,92,drinks
09:41,94,drinks
09:41,95,checkout
09:41,96,dairy
09:41,98,checkout
09:41,99,fruit
09:41,100,fruit
09:42,67,dairy
09:42,80,dairy
09:42,83,dairy
09:42,85,spices
09:42,86,drinks
09:42,88,dairy
09:42,91,fruit
09:42,92,drinks
09:42,94,drinks
09:42,96,dairy
09:42,99,fruit
09:42,100,checkout
09:42,101,dairy
09:42,102,drinks
09:42,103,fruit
09:43,67,checkout
09:43,80,fruit
09:43,83,dairy
09:43,85,checkout
09:43,86,spices
09:43,88,dairy
09:43,91,fruit
09:43,92,checkout
09:43,94,checkout
09:43,96,fruit
09:43,99,checkout
09:43,101,dairy
09:43,102,spices
09:43,103,checkout
09:43,104,spices
09:43,105,drinks
09:43,106,spices
09:44,80,checkout
09:44,83,dairy
09:44,86,spices
09:44,88,dairy
09:44,91,spices
09:44,96,fruit
09:44,101,dairy
09:44,102,spices
09:44,104,spices
09:44,105,checkout
09:44,106,spices
09:44,107,drinks
09:44,108,dairy
09:44,109,drinks
09:44,110,drinks
09:44,111,dairy
09:44,112,dairy
09:45,83,dairy
09:45,86,dairy
09:45,88,checkout
09:45,91,spices
09:45,96,fruit
09:45,101,checkout
09:45,102,checkout
09:45,104,drinks
09:45,106,checkout
09:45,107,drinks
09:45,108,dairy
09:45,109,spices
09:45,110,checkout
09:45,111,fruit
09:45,112,dairy
09:45,113,fruit
09:46,83,dairy
09:46,86,dairy
09:46,91,fruit
09:46,96,dairy
09:46,104,fruit
09:46,107,drinks
09:46,108,dairy
09:46,109,dairy
09:46,111,fruit
09:46,112,dairy
09:46,113,spices
09:46,114,fruit
09:46,115,spices
09:47,83,dairy
09:47,86,dairy
09:47,91,fruit
09:47,96,dairy
09:47,104,fruit
09:47,107,drinks
09:47,108,drinks
09:47,109,dairy
09:47,111,drinks
09:47,112,dairy
09:47,113,spices
09:47,114,dairy
09:47,115,drinks
09:47,116,dairy
09:48,83,dairy
09:48,86,dairy
09:48,91,fruit
09:48,96,dairy
09:48,104,fruit
09:48,107,drinks
09:48,108,checkout
09:48,109,dairy
09:48,111,fruit
09:48,112,dairy
09:48,113,spices
09:48,114,dairy
09:48,115,drinks
09:48,116,dairy
09:48,117,fruit
09:48,118,fruit
09:48,119,dairy
09:48,120,fruit
09:48,121,dairy
09:49,83,checkout
09:49,86,dairy
09:49,91,checkout
09:49,96,dairy
09:49,104,spices
09:49,107,drinks
09:49,109,checkout
09:49,111,checkout
09:49,112,checkout
09:49,113,spices
09:49,114,dairy
09:49,115,drinks
09:49,116,dairy
09:49,117,fruit
09:49,118,fruit
09:49,119,fruit
09:49,120,fruit
09:49,121,dairy
09:49,122,drinks
09:49,123,drinks
09:49,124,dairy
09:49,125,fruit
09:49,126,dairy
09:50,86,dairy
09:50,96,dairy
09:50,104,drinks
09:50,107,checkout
09:50,113,drinks
09:50,114,drinks
09:50,115,drinks
09:50,116,dairy
09:50,117,fruit
09:50,118,fruit
09:50,119,fruit
09:50,120,fruit
09:50,121,fruit
09:50,122,drinks
09:50,123,fruit
09:50,124,dairy
09:50,125,fruit
09:50,126,checkout
09:50,127,drinks
09:50,128,spices
09:51,86,checkout
09:51,96,dairy
09:51,104,drinks
09:51,113,drinks
09:51,114,drinks
09:51,115,spices
09:51,116,fruit
09:51,117,fruit
09:51,118,spices
09:51,119,fruit
09:51,120,spices
09:51,121,fruit
09:51,122,drinks
09:51,123,checkout
09:51,124,spices
09:51,125,fruit
09:51,127,spices
09:51,128,dairy
09:51,129,spices
09:51,130,fruit
09:51,131,dairy
09:52,96,checkout
09:52,104,spices
09:52,113,checkout
09:52,114,drinks
09:52,115,fruit
09:52,116,fruit
09:52,117,fruit
09:52,118,dairy
09:52,119,dairy
09:52,120,drinks
09:52,121,fruit
09:52,122,drinks
09:52,124,spices
09:52,125,fruit
09:52,127,drinks
09:52,128,spices
09:52,129,checkout
09:52,130,dairy
09:52,131,dairy
09:52,132,fruit
09:52,133,fruit
09:53,104,checkout
09:53,114,checkout
09:53,115,fruit
09:53,116,checkout
09:53,117,fruit
09:53,118,drinks
09:53,119,dairy
09:53,120,checkout
09:53,121,fruit
09:53,122,fruit
09:53,124,spices
09:53,125,fruit
09:53,127,drinks
09:53,128,drinks
09:53,130,dairy
09:53,131,dairy
09:53,132,spices
09:53,133,dairy
09:53,134,drinks
09:53,135,dairy
09:53,136,spices
09:53,137,fruit
09:53,138,spices
09:54,115,checkout
09:54,117,spices
09:54,118,drinks
09:54,119,dairy
09:54,121,fruit
09:54,122,fruit
09:54,124,spices
09:54,125,checkout
09:54,127,drinks
09:54,128,drinks
09:54,130,dairy
09:54,131,dairy
09:54,132,checkout
09:54,133,dairy
09:54,134,checkout
09:54,135,dairy
09:54,136,checkout
09:54,137,fruit
09:54,138,fruit
09:54,139,drinks
09:54,140,spices
09:55,117,dairy
09:55,118,drinks
09:55,119,dairy
09:55,121,checkout
09:55,122,checkout
09:55,124,drinks
09:55,127,checkout
09:55,128,drinks
09:55,130,dairy
09:55,131,dairy
09:55,133,dairy
09:55,135,drinks
09:55,137,fruit
09:55,138,fruit
09:55,139,checkout
09:55,140,drinks
09:55,141,dairy
09:56,117,dairy
09:56,118,spices
09:56,119,dairy
09:56,124,drinks
09:56,128,checkout
09:56,130,dairy
09:56,131,spices
09:56,133,dairy
09:56,135,drinks
09:56,137,fruit
09:56,138,checkout
09:56,140,drinks
09:56,141,drinks
09:56,142,fruit
09:56,143,fruit
09:56,144,drinks
09:57,117,dairy
09:57,118,spices
09:57,119,dairy
09:57,124,fruit
09:57,130,checkout
09:57,131,spices
09:57,133,spices
09:57,135,drinks
09:57,137,checkout
09:57,140,drinks
09:57,141,drinks
09:57,142,fruit
09:57,143,checkout
09:57,144,spices
09:57,145,drinks
09:58,117,dairy
09:58,118,fruit
09:58,119,fruit
09:58,124,dairy
09:58,131,dairy
09:58,133,drinks
09:58,135,drinks
09:58,140,drinks
09:58,141,fruit
09:58,142,dairy
09:58,144,fruit
09:58,145,fruit
09:58,146,spices
09:59,117,dairy
09:59,118,checkout
09:59,119,fruit
09:59,124,dairy
09:59,131,dairy
09:59,133,checkout
09:59,135,drinks
09:59,140,drinks
09:59,141,drinks
09:59,142,dairy
09:59,144,checkout
09:59,145,fruit
09:59,146,dairy
09:59,147,drinks
10:00,117,dairy
10:00,119,drinks
10:00,124,dairy
10:00,131,dairy
10:00,135,drinks
10:00,140,drinks
10:00,141,checkout
10:00,142,dairy
10:00,145,fruit
10:00,146,dairy
10:00,147,checkout
10:00,148,spices
10:01,117,dairy
10:01,119,drinks
10:01,124,drinks
10:01,131,dairy
10:01,135,drinks
10:01,140,checkout
10:01,142,drinks
10:01,145,dairy
10:01,146,spices
10:01,148,dairy
10:01,149,spices
10:01,150,dairy
10:01,151,fruit
10:01,152,dairy
10:02,117,dairy
10:02,119,drinks
10:02,124,drinks
10:02,131,dairy
10:02,135,drinks
10:02,142,checkout
10:02,145,dairy
10:02,146,drinks
10:02,148,dairy
10:02,149,dairy
10:02,150,dairy
10:02,151,fruit
10:02,152,dairy
10:02,153,drinks
10:02,154,fruit
10:02,155,dairy
10:02,156,dairy
10:02,157,fruit
10:03,117,checkout
10:03,119,spices
10:03,124,drinks
10:03,131,dairy
10:03,135,drinks
10:03,145,dairy
10:03,146,checkout
10:03,148,dairy
10:03,149,dairy
10:03,150,spices
10:03,151,checkout
10:03,152,dairy
10:03,153,drinks
10:03,154,fruit
10:03,155,checkout
10:03,156,dairy
10:03,157,checkout
10:03,158,dairy
10:03,159,drinks
10:03,160,dairy
10:03,161,fruit
10:03,162,spices
10:04,119,spices
10:04,124,checkout
10:04,131,dairy
10:04,135,checkout
10:04,145,dairy
10:04,148,dairy
10:04,149,dairy
10:04,150,checkout
10:04,152,dairy
10:04,153,checkout
10:04,154,fruit
10:04,156,spices
10:04,158,dairy
10:04,159,drinks
10:04,160,dairy
10:04,161,fruit
10:04,162,spices
10:04,163,fruit
10:04,164,fruit
10:04,165,dairy
10:05,119,spices
10:05,131,dairy
10:05,145,dairy
10:05,148,dairy
10:05,149,dairy
10:05,152,dairy
10:05,154,fruit
10:05,156,spices
10:05,158,dairy
10:05,159,drinks
10:05,160,dairy
10:05,161,dairy
10:05,162,spices
10:05,163,checkout
10:05,164,spices
10:05,165,dairy
10:05,166,fruit
10:06,119,spices
10:06,131,dairy
10:06,145,dairy
10:06,148,fruit
10:06,149,dairy
10:06,152,dairy
10:06,154,fruit
10:06,156,checkout
10:06,158,dairy
10:06,159,drinks
10:06,160,dairy
10:06,161,dairy
10:06,162,spices
10:06,164,fruit
10:06,165,dairy
10:06,166,dairy
10:06,167,drinks
10:06,168,spices
10:06,169,dairy
10:07,119,drinks
10:07,131,drinks
10:07,145,dairy
10:07,148,fruit
10:07,149,dairy
10:07,152,dairy
10:07,154,fruit
10:07,158,dairy
10:07,159,drinks
10:07,160,dairy
10:07,161,dairy
10:07,162,drinks
10:07,164,fruit
10:07,165,dairy
10:07,166,checkout
10:07,167,drinks
10:07,168,drinks
10:07,169,dairy
10:07,170,dairy
10:07,171,drinks
10:08,119,drinks
10:08,131,spices
10:08,145,dairy
10:08,148,fruit
10:08,149,dairy
10:08,152,dairy
10:08,154,fruit
10:08,158,fruit
10:08,159,drinks
10:08,160,dairy
10:08,161,checkout
10:08,162,drinks
10:08,164,fruit
10:08,165,dairy
10:08,167,drinks
10:08,168,drinks
10:08,169,dairy
10:08,170,dairy
10:08,171,spices
10:08,172,spices
10:09,119,drinks
10:09,131,dairy
10:09,145,spices
10:09,148,fruit
10:09,149,fruit
10:09,152,dairy
10:09,154,fruit
10:09,158,fruit
10:09,159,checkout
10:09,160,dairy
10:09,162,fruit
10:09,164,dairy
10:09,165,checkout
10:09,167,drinks
10:09,168,drinks
10:09,169,spices
10:09,170,dairy
10:09,171,fruit
10:09,172,fruit
10:09,173,spices
10:10,119,checkout
10:10,131,dairy
10:10,145,spices
10:10,148,fruit
10:10,149,fruit
10:10,152,dairy
10:10,154,fruit
10:10,158,fruit
10:10,160,dairy
10:10,162,fruit
10:10,164,dairy
10:10,167,checkout
10:10,168,checkout
10:10,169,drinks
10:10,170,dairy
10:10,171,fruit
10:10,172,spices
10:10,173,dairy
10:10,174,dairy
10:10,175,dairy
10:10,176,dairy
10:10,177,fruit
10:10,178,spices
10:10,179,drinks
10:11,131,dairy
10:11,145,checkout
10:11,148,fruit
10:11,149,dairy
10:11,152,dairy
10:11,154,dairy
10:11,158,fruit
10:11,160,dairy
10:11,162,spices
10:11,164,checkout
10:11,169,checkout
10:11,170,dairy
10:11,171,fruit
10:11,172,spices
10:11,173,dairy
10:11,174,dairy
10:11,175,drinks
10:11,176,spices
10:11,177,fruit
10:11,178,checkout
10:11,179,drinks
10:11,180,dairy
10:11,181,dairy
10:11,182,dairy
10:11,183,spices
10:12,131,dairy
10:12,148,checkout
10:12,149,dairy
10:12,152,checkout
10:12,154,dairy
10:12,158,fruit
10:12,160,dairy
10:12,162,spices
10:12,170,dairy
10:12,171,checkout
10:12,172,checkout
10:12,173,checkout
10:12,174,checkout
10:12,175,checkout
10:12,176,drinks
10:12,177,checkout
10:12,179,checkout
10:12,180,dairy
10:12,181,dairy
10:12,182,dairy
10:12,183,drinks
10:12,184,fruit
10:12,185,dairy
10:12,186,spices
10:13,131,checkout
10:13,149,fruit
10:13,154,dairy
10:13,158,fruit
10:13,160,dairy
10:13,162,spices
10:13,170,fruit
10:13,176,drinks
10:13,180,checkout
10:13,181,spices
10:13,182,dairy
10:13,183,checkout
10:13,184,fruit
10:13,185,dairy
10:13,186,fruit
10:13,187,drinks
10:13,188,spices
10:13,189,spices
10:13,190,fruit
10:13,191,fruit
10:13,192,spices
10:14,149,checkout
10:14,154,checkout
10:14,158,dairy
10:14,160,dairy
10:14,162,drinks
10:14,170,fruit
10:14,176,checkout
10:14,181,spices
10:14,182,dairy
10:14,184,fruit
10:14,185,checkout
10:14,186,fruit
10:14,187,fruit
10:14,188,dairy
10:14,189,fruit
10:14,190,fruit
10:14,191,fruit
10:14,192,spices
10:14,193,dairy
10:14,194,fruit
10:14,195,spices
10:14,196,fruit
10:15,158,dairy
10:15,160,drinks
10:15,162,fruit
10:15,170,spices
10:15,181,spices
10:15,182,dairy
10:15,184,fruit
10:15,186,fruit
10:15,187,fruit
10:15,188,dairy
10:15,189,checkout
10:15,190,checkout
10:15,191,fruit
10:15,192,spices
10:15,193,dairy
10:15,194,checkout
10:15,195,dairy
10:15,196,dairy
10:15,197,dairy
10:15,198,spices
10:15,199,fruit
10:15,200,spices
10:16,158,dairy
10:16,160,checkout
10:16,162,fruit
10:16,170,spices
10:16,181,drinks
10:16,182,dairy
10:16,184,fruit
10:16,186,fruit
10:16,187,fruit
10:16,188,fruit
10:16,191,drinks
10:16,192,checkout
10:16,193,dairy
10:16,195,drinks
10:16,196,drinks
10:16,197,drinks
10:16,198,drinks
10:16,199,fruit
10:16,200,spices
10:16,201,dairy
10:16,202,spices
10:16,203,fruit
10:17,158,dairy
10:17,162,dairy
10:17,170,dairy
10:17,181,drinks
10:17,182,drinks
10:17,184,fruit
10:17,186,fruit
10:17,187,fruit
10:17,188,checkout
10:17,191,checkout
10:17,193,dairy
10:17,195,checkout
10:17,196,checkout
10:17,197,drinks
10:17,198,drinks
10:17,199,fruit
10:17,200,checkout
10:17,201,dairy
10:17,202,drinks
10:17,203,fruit
10:17,204,fruit
10:18,158,dairy
10:18,162,dairy
10:18,170,checkout
10:18,181,drinks
10:18,182,fruit
10:18,184,checkout
10:18,186,fruit
10:18,187,fruit
10:18,193,dairy
10:18,197,drinks
10:18,198,drinks
10:18,199,drinks
10:18,201,dairy
10:18,202,fruit
10:18,203,fruit
10:18,204,fruit
10:18,205,dairy
10:18,206,fruit
10:18,207,drinks
10:18,208,fruit
10:19,158,dairy
10:19,162,dairy
10:19,181,drinks
10:19,182,fruit
10:19,186,fruit
10:19,187,dairy
10:19,193,fruit
10:19,197,drinks
10:19,198,drinks
10:19,199,drinks
10:19,201,dairy
10:19,202,spices
10:19,203,drinks
10:19,204,fruit
10:19,205,dairy
10:19,206,fruit
10:19,207,checkout
10:19,208,fruit
10:19,209,dairy
10:19,210,fruit
10:20,158,dairy
10:20,162,dairy
10:20,181,spices
10:20,182,fruit
10:20,186,checkout
10:20,187,spices
10:20,193,fruit
10:20,197,drinks
10:20,198,drinks
10:20,199,drinks
10:20,201,spices
10:20,202,dairy
10:20,203,drinks
10:20,204,fruit
10:20,205,dairy
10:20,206,fruit
10:20,208,fruit
10:20,209,checkout
10:20,210,spices
10:20,211,dairy
10:20,212,spices
10:21,158,checkout
10:21,162,dairy
10:21,181,spices
10:21,182,fruit
10:21,187,drinks
10:21,193,fruit
10:21,197,drinks
10:21,198,drinks
10:21,199,drinks
10:21,201,checkout
10:21,202,dairy
10:21,203,drinks
10:21,204,checkout
10:21,205,dairy
10:21,206,dairy
10:21,208,dairy
10:21,210,drinks
10:21,211,dairy
10:21,212,spices
10:21,213,fruit
10:22,162,drinks
10:22,181,spices
10:22,182,checkout
10:22,187,checkout
10:22,193,fruit
10:22,197,drinks
10:22,198,checkout
10:22,199,fruit
10:22,202,dairy
10:22,203,checkout
10:22,205,dairy
10:22,206,drinks
10:22,208,dairy
10:22,210,drinks
10:22,211,spices
10:22,212,spices
10:22,213,spices
10:22,214,fruit
10:22,215,drinks
10:22,216,fruit
10:22,217,fruit
10:22,218,fruit
10:22,219,fruit
10:23,162,drinks
10:23,181,drinks
10:23,193,checkout
10:23,197,checkout
10:23,199,fruit
10:23,202,dairy
10:23,205,fruit
10:23,206,checkout
10:23,208,dairy
10:23,210,drinks
10:23,211,spices
10:23,212,spices
10:23,213,drinks
10:23,214,dairy
10:23,215,drinks
10:23,216,fruit
10:23,217,fruit
10:23,218,checkout
10:23,219,fruit
10:23,220,dairy
10:23,221,dairy
10:23,222,dairy
10:24,162,drinks
10:24,181,checkout
10:24,199,checkout
10:24,202,dairy
10:24,205,fruit
10:24,208,fruit
10:24,210,checkout
10:24,211,spices
10:24,212,spices
10:24,213,fruit
10:24,214,dairy
10:24,215,drinks
10:24,216,fruit
10:24,217,fruit
10:24,219,spices
10:24,220,dairy
10:24,221,dairy
10:24,222,dairy
10:24,223,fruit
10:24,224,dairy
10:24,225,fruit
10:24,226,fruit
10:24,227,drinks
10:24,228,fruit
10:24,229,drinks
10:25,162,checkout
10:25,202,dairy
10:25,205,fruit
10:25,208,fruit
10:25,211,spices
10:25,212,drinks
10:25,213,fruit
10:25,214,dairy
10:25,215,spices
10:25,216,fruit
10:25,217,fruit
10:25,219,checkout
10:25,220,dairy
10:25,221,dairy
10:25,222,dairy
10:25,223,fruit
10:25,224,dairy
10:25,225,spices
10:25,226,fruit
10:25,227,drinks
10:25,228,checkout
10:25,229,checkout
10:25,230,fruit
10:26,202,dairy
10:26,205,dairy
10:26,208,checkout
10:26,211,checkout
10:26,212,drinks
10:26,213,dairy
10:26,214,checkout
10:26,215,spices
10:26,216,fruit
10:26,217,fruit
10:26,220,dairy
10:26,221,dairy
